# BAKERIES inside My Map circle (area1–area5)
# total=516
# columns: name	area	address	maps_link	delivery_apps	zomato_search	swiggy_search	rating	reviews
# delivery_apps: known chains / meal_delivery / review heuristics; always verify via zomato_search & swiggy_search

name	area	address	maps_link	delivery_apps	zomato_search	swiggy_search	rating	reviews
Kali Das Chat Bhandar	area4	No 13-4-366, S, opp. Vegetable Market, A/1, Jiyaguda Road, Old Sabzi Mandi, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJG_CJuVaXyzsRBIWvokBcHwU	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Kali%20Das%20Chat%20Bhandar	https://www.swiggy.com/search?query=Kali%20Das%20Chat%20Bhandar		
Kanak Bakery	area4	13-3-596/1/C, Shop No.1, Lane Opp to Gopi Hotel, Street Number 9, Yellaiah Malgi, Puranapool, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJAbdyPJiXyzsRYofj-UYUAc4	Possibly listed - verify via Zomato/Swiggy search links	https://www.zomato.com/hyderabad/restaurants?q=Kanak%20Bakery	https://www.swiggy.com/search?query=Kanak%20Bakery	4.3	45
Kanak Bakery	area4	Karwan Road, Purana pool, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJNahylZmXyzsRyS7-SOJaJQQ	Possibly on Zomato/Swiggy (100+ Google reviews) - verify	https://www.zomato.com/hyderabad/restaurants?q=Kanak%20Bakery	https://www.swiggy.com/search?query=Kanak%20Bakery	4.2	958
Kanak bakery house	area4	13-3-444/4/B, Durga Nagar, Fhukath Nagar, Shivaji Nagar, Jiyaguda, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ-2cFbwCXyzsRUTaJcUo-S10	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Kanak%20bakery%20house	https://www.swiggy.com/search?query=Kanak%20bakery%20house		
Khaja	area4	Mega Susheela Apartment, Khader Bagh Road, Rethibowli, Gudimalkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJPVzMYgCXyzsR61QyIgOBP60	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Khaja	https://www.swiggy.com/search?query=Khaja		
Korean Food zone	area4	SSR RESIDENCY D2, Rai Durg	https://www.google.com/maps/place/?q=place_id:ChIJJ5Bdx9SXyzsRlEE2rryt3Dg	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Korean%20Food%20zone	https://www.swiggy.com/search?query=Korean%20Food%20zone		
La Vina Bakehouse	area4	117, Netaji Nagar Colony, Langar Houz, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJKwm0F0uXyzsRD4MN-TSBLvQ	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=La%20Vina%20Bakehouse	https://www.swiggy.com/search?query=La%20Vina%20Bakehouse		
Lavish Restro	area4	Khoday Nivas, Karwan Road, Hara Darwaza, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJafFPXruXyzsRvuLk4LreIrw	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Lavish%20Restro	https://www.swiggy.com/search?query=Lavish%20Restro	4.5	21
Little oven by Saba	area4	Nanal Nagar, Mehdipatnam, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ5XT8Yw-XyzsRdfmUVE2CzWI	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Little%20oven%20by%20Saba	https://www.swiggy.com/search?query=Little%20oven%20by%20Saba		
LUCKY BAKERY	area4	opp. Choti Masjid, 12-2-412, Murad Nagar Road, Asif Nagar, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ_SZtDg-XyzsREPypNtmzFUs	Possibly listed - verify via Zomato/Swiggy search links	https://www.zomato.com/hyderabad/restaurants?q=LUCKY%20BAKERY	https://www.swiggy.com/search?query=LUCKY%20BAKERY	4	39
M A WAHAB	area4	Shop No 8, opp. Main Road, near Bus Stop, 21-8/4, Attapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ9W8OHdOXyzsRuGhh_P-n87o	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=M%20A%20WAHAB	https://www.swiggy.com/search?query=M%20A%20WAHAB		
M Raj kishor	area4	near Canara ATM, S No 9-4-55, Langar Houz, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ5ebKm4yXyzsRkm45hzxjRCI	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=M%20Raj%20kishor	https://www.swiggy.com/search?query=M%20Raj%20kishor	5	2
Maddi Gowramma Sanks Shop	area4	Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJuyBIIeqXyzsRNfQCM2fOdac	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Maddi%20Gowramma%20Sanks%20Shop	https://www.swiggy.com/search?query=Maddi%20Gowramma%20Sanks%20Shop	5	2
MADINA BAKERY	area4	India	https://www.google.com/maps/place/?q=place_id:ChIJDw1UIKCXyzsRB37z7HWpKes	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=MADINA%20BAKERY	https://www.swiggy.com/search?query=MADINA%20BAKERY	1	1
MADINA SUGARE CANE Jusice centure	area4	ROAD, Karwan Road, TopeKhana, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJsbnY4W-XyzsRchj_jLhVWBM	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=MADINA%20SUGARE%20CANE%20Jusice%20centure	https://www.swiggy.com/search?query=MADINA%20SUGARE%20CANE%20Jusice%20centure		
Majeet Bakery	area4	Kishan Nagar Road, Jhirra, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ74d_J2yXyzsRGh59V7m4iww	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Majeet%20Bakery	https://www.swiggy.com/search?query=Majeet%20Bakery		
MALLA REDDY SAMA	area4	Photo Frams, Langar Houz, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJEaCdQMaXyzsRQxJR-yCMqTI	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=MALLA%20REDDY%20SAMA	https://www.swiggy.com/search?query=MALLA%20REDDY%20SAMA		
Mangalhat 50006	area4	9CCX+7PW, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJmejIfACXyzsRpBSmAelgBRY	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Mangalhat%2050006	https://www.swiggy.com/search?query=Mangalhat%2050006		
Max Fast Food And Diet Food	area4	13-3, near Indian Pump, Keshav Swamy Nagar, Jiyaguda, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJgcmVhaOXyzsRcuoXzJ1Le2A	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Max%20Fast%20Food%20And%20Diet%20Food	https://www.swiggy.com/search?query=Max%20Fast%20Food%20And%20Diet%20Food		
Mellows Cakes & Chocolates	area4	C/7, H No. 13-6-434, Inner Ring Road, Maruthi Nagar, Golconda Fort, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJwwLMCh2XyzsRtFWSyxtxzuY	Possibly listed - verify via Zomato/Swiggy search links	https://www.zomato.com/hyderabad/restaurants?q=Mellows%20Cakes%20%26%20Chocolates	https://www.swiggy.com/search?query=Mellows%20Cakes%20%26%20Chocolates	4.9	51
Mohammed Iqbal Welding Shop	area4	Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJx1_kzCeXyzsRtbmW9W8Hb54	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Mohammed%20Iqbal%20Welding%20Shop	https://www.swiggy.com/search?query=Mohammed%20Iqbal%20Welding%20Shop		
Mohit Kumar	area4	Shop no.13-5-876/a,Bada Banda, Tappachabutra, Syed Ali Guda, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJCaPbHQCXyzsR6LO56hL3174	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Mohit%20Kumar	https://www.swiggy.com/search?query=Mohit%20Kumar		
Mom's Cakes & Bakes	area4	12-2-421/11 Shubhodaya Colony Mehdipatnam Hyderabad 500028, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ7c8-gQWXyzsRkismWM3Nx0g	Possibly listed - verify via Zomato/Swiggy search links	https://www.zomato.com/hyderabad/restaurants?q=Mom%27s%20Cakes%20%26%20Bakes	https://www.swiggy.com/search?query=Mom%27s%20Cakes%20%26%20Bakes	4.5	32
MP BAKERY	area4	India	https://www.google.com/maps/place/?q=place_id:ChIJs4Xiq72XyzsRUgtxZkd0p7M	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=MP%20BAKERY	https://www.swiggy.com/search?query=MP%20BAKERY	5	1
Nagena Naan Mahal	area4	opposite Vilada Hospital, Zeba Bagh Road, Zeba Bagh, Asif Nagar, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJNbBfEA6XyzsRG06hZLL84B4	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Nagena%20Naan%20Mahal	https://www.swiggy.com/search?query=Nagena%20Naan%20Mahal		
Naresh Meat Shop	area4	near Annapurana Temple, Gudimalkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJIZI_4P2XyzsRTay2e5sR4m4	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Naresh%20Meat%20Shop	https://www.swiggy.com/search?query=Naresh%20Meat%20Shop		
National Bakery	area4	Hashim Nagar, Langar Houz, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJiT9SUD6XyzsRWDhbj7ywkJE	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=National%20Bakery	https://www.swiggy.com/search?query=National%20Bakery	1	1
NEW BAKERS	area4	Murad Nagar Main Road, Mehdipatnam, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJac1BYg6XyzsROf1ReQf_3ag	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=NEW%20BAKERS	https://www.swiggy.com/search?query=NEW%20BAKERS	3.9	28
New Delight Bakers	area4	New Delight, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJyy2L3RGXyzsROlNzo8vh55w	Possibly on Zomato/Swiggy (100+ Google reviews) - verify	https://www.zomato.com/hyderabad/restaurants?q=New%20Delight%20Bakers	https://www.swiggy.com/search?query=New%20Delight%20Bakers	4.1	137
NEW DOLPHIN BAKERY	area4	Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ3-lISyuXyzsRtIhBU7N9_8k	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=NEW%20DOLPHIN%20BAKERY	https://www.swiggy.com/search?query=NEW%20DOLPHIN%20BAKERY	4.3	3
New Rahath Bekary	area4	Durga Nagar Road, Jiyaguda, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJqakCGS-XyzsRviOfS6NJz3E	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=New%20Rahath%20Bekary	https://www.swiggy.com/search?query=New%20Rahath%20Bekary		
Nitrocrustco	area4	Inner Ring Road, Moghal Nagar, Gudimalkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ1Yd2AQCXyzsRE3Y3uRO2J1Q	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Nitrocrustco	https://www.swiggy.com/search?query=Nitrocrustco		
Ohri's Cake Nation Attapur	area4	Pillar Number 108, Shop No. 13, 6-826/24, Inner Ring Road, Attapur, Karwan West, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ74cUgpeXyzsRT9TlCv_n7X8	Possibly listed - verify via Zomato/Swiggy search links	https://www.zomato.com/hyderabad/restaurants?q=Ohri%27s%20Cake%20Nation%20Attapur	https://www.swiggy.com/search?query=Ohri%27s%20Cake%20Nation%20Attapur	4.6	77
P Tirumala iya Samosa	area4	S No 13, near Sona Hotel, 3-99, Jiyaguda, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJi7r5UZKXyzsROCbaNJEqUAk	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=P%20Tirumala%20iya%20Samosa	https://www.swiggy.com/search?query=P%20Tirumala%20iya%20Samosa	4.5	2
Parmeshwari hot chips	area4	Puranapool, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJyxJUJPWXyzsR8end1zUKHJQ	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Parmeshwari%20hot%20chips	https://www.swiggy.com/search?query=Parmeshwari%20hot%20chips		
PERFECT PA	area4	India	https://www.google.com/maps/place/?q=place_id:ChIJXUk8gQKXyzsRmHXTWOHxtEI	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=PERFECT%20PA	https://www.swiggy.com/search?query=PERFECT%20PA		
Praveen Gangavath	area4	Karwan Road, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJq-i-ghSXyzsRJ1nOY0hTC9A	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Praveen%20Gangavath	https://www.swiggy.com/search?query=Praveen%20Gangavath		
Praveen rakesh	area4	9CJM+QJ3, Moghal Nagar, Gudimalkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJGfMbUACXyzsRExmavyqc-dY	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Praveen%20rakesh	https://www.swiggy.com/search?query=Praveen%20rakesh		
Q z bakers	area4	Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ9QM4ifGXyzsR1WRRJFsgDFM	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Q%20z%20bakers	https://www.swiggy.com/search?query=Q%20z%20bakers		
RADIUM BAKERY	area4	9CHR+VG6, Talla Gadda, Gudimalkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJq9iYZgCXyzsR_sJUVElGZz8	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=RADIUM%20BAKERY	https://www.swiggy.com/search?query=RADIUM%20BAKERY	4	14
Rajasthan Jalebi Shop	area4	beside Hdfc Atm, Karwan, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJX1aP5iSXyzsRTMZEZ62Gn-M	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Rajasthan%20Jalebi%20Shop	https://www.swiggy.com/search?query=Rajasthan%20Jalebi%20Shop		
Rajasthani Jilebi	area4	9CGX+J6G, Tappa Chabutra Road, Nataraj Nagar, Asif Nagar, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJBfJp3qCXyzsRp6Rwawf0WwM	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Rajasthani%20Jilebi	https://www.swiggy.com/search?query=Rajasthani%20Jilebi		
Raju Chana Shop	area4	13-6-713, Golconda Road, Banjawadi, Karwan East, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJJ1-bCZ-XyzsRjWV_HFvTr9Y	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Raju%20Chana%20Shop	https://www.swiggy.com/search?query=Raju%20Chana%20Shop	1.7	3
RANI CAKE HOUSE	area4	9/4/187, Golf, Tombs Rd Girkapalli, Karwan, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJwd60BqmXyzsRbpl-n-B0pg0	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=RANI%20CAKE%20HOUSE	https://www.swiggy.com/search?query=RANI%20CAKE%20HOUSE	4.7	12
Ruhi Chainese Fast Food	area4	S No 13, Bus Stop, opp. 2 J, 3-545/4/1, Jiyaguda, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ1eMoGmaXyzsR-oMaEtwPZPU	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Ruhi%20Chainese%20Fast%20Food	https://www.swiggy.com/search?query=Ruhi%20Chainese%20Fast%20Food	4.8	4
S K Bakery	area4	Door No, 13-6-825/20/1/B, Moghal Nagar, Karwan	https://www.google.com/maps/place/?q=place_id:ChIJq_ra-qqXyzsRdPNIYjq4Ny0	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=S%20K%20Bakery	https://www.swiggy.com/search?query=S%20K%20Bakery	5	1
S Tanush	area4	Durga Nagar, Jiyaguda, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJl6eX2B6XyzsR4Ezll-KirlA	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=S%20Tanush	https://www.swiggy.com/search?query=S%20Tanush	5	2
S.S. BAKERY	area4	H.No, : 13-6-267/47, Satya Narayana Nagar, Jaffer Guda, Karwan	https://www.google.com/maps/place/?q=place_id:ChIJcYf80amXyzsRjNUY3mI6qEg	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=S.S.%20BAKERY	https://www.swiggy.com/search?query=S.S.%20BAKERY		
Sachin Chat	area4	14-10-1231, Jungoor Basthi, Dhoolpet, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJtb0RYHuXyzsRmEDz5wi2g2Y	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Sachin%20Chat	https://www.swiggy.com/search?query=Sachin%20Chat		
Sahil Singh	area4	Function Hall, opp. SSK SAMAJ, S No 13-2-601/4, Rahimpura, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJSWCWAtKXyzsRuM3oPnVqdQI	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Sahil%20Singh	https://www.swiggy.com/search?query=Sahil%20Singh		
Saif bakery	area4	1-487/15, Tappa Chabutra Road, Jhirra, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ7X-_CAqXyzsR4LwrrD7Gu4o	Possibly listed - verify via Zomato/Swiggy search links	https://www.zomato.com/hyderabad/restaurants?q=Saif%20bakery	https://www.swiggy.com/search?query=Saif%20bakery	3.9	30
SALEEM PAN MAHAL	area4	India	https://www.google.com/maps/place/?q=place_id:ChIJgUmB2P-WyzsRVexW7fN6lJQ	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=SALEEM%20PAN%20MAHAL	https://www.swiggy.com/search?query=SALEEM%20PAN%20MAHAL	5	1
Samim Sk	area4	JN Choice Samim Sona Hotel, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJSzyBgwyXyzsRzBLq902CMLs	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Samim%20Sk	https://www.swiggy.com/search?query=Samim%20Sk		
Samreen Chicken Center	area4	S No 13, near Sona Hotel, 3-506, Jiyaguda, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJy_H_3hKXyzsR5yzzGTvYPaA	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Samreen%20Chicken%20Center	https://www.swiggy.com/search?query=Samreen%20Chicken%20Center		
Sathyam Bakery	area4	Karwan Road, Haridas Nagar, Gudimalkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJsyag_I6XyzsRVw1s57uQhqk	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Sathyam%20Bakery	https://www.swiggy.com/search?query=Sathyam%20Bakery	4.8	5
Shakeel Bakery	area4	386/288, Zeba Bagh Road, Mahaveer Nagar Colony, Jagadamba Nagar, Asif Nagar, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJcb8ydQmXyzsRVC4yiPqrFPQ	Possibly listed - verify via Zomato/Swiggy search links	https://www.zomato.com/hyderabad/restaurants?q=Shakeel%20Bakery	https://www.swiggy.com/search?query=Shakeel%20Bakery	4.5	32
Shakeel Brakers	area4	12-2-389/37, Ali Nagar, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJV6WHnKiXyzsROTaLL-TXDGw	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Shakeel%20Brakers	https://www.swiggy.com/search?query=Shakeel%20Brakers		
Shakti Ravi Garlic Ginger	area4	near Shiv Mandir Pardhiwada, S No 20-11-55, near Shiv Mandir Pardhiwada, Puranapool, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ7R3NyeWXyzsRstnXg91BBx4	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Shakti%20Ravi%20Garlic%20Ginger	https://www.swiggy.com/search?query=Shakti%20Ravi%20Garlic%20Ginger		
Shark bakers	area4	near saba hotel, Moghal Nagar Ring Road, Karwan, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJs8a6LreXyzsRggJLEt58ks0	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Shark%20bakers	https://www.swiggy.com/search?query=Shark%20bakers	4.3	9
Sir Balaji Dhaba	area4	near Gopi Hotel, Jiyaguda, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ3TcTH_SXyzsRfEiUiBxeA_E	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Sir%20Balaji%20Dhaba	https://www.swiggy.com/search?query=Sir%20Balaji%20Dhaba	5	1
Sitara Bakery and Tea	area4	13, Inner Ring Road, Bapu Nagar, Gudimalkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJC3ROi1mXyzsRdl_WinukIzc	Possibly listed - verify via Zomato/Swiggy search links	https://www.zomato.com/hyderabad/restaurants?q=Sitara%20Bakery%20and%20Tea	https://www.swiggy.com/search?query=Sitara%20Bakery%20and%20Tea	3.9	91
Sizzlebizz Cookies	area4	Sunshine Community, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJvSBZDIGXyzsRqYe5YwxRlfg	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Sizzlebizz%20Cookies	https://www.swiggy.com/search?query=Sizzlebizz%20Cookies	5	23
Soft Bite Bakers	area4	Santosh Nagar, Gudimalkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJg5jlfxqXyzsRxPhbE2hYeZA	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Soft%20Bite%20Bakers	https://www.swiggy.com/search?query=Soft%20Bite%20Bakers	4.2	22
Sri Krishna Hot Chips	area4	Pillar Number 84, Main Road, Mehdipatnam Ring Road, Satyanarayan Nagar, Balaji Nagar, Gudimalkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJlV1fJAWXyzsR_8s4UD5de9s	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Sri%20Krishna%20Hot%20Chips	https://www.swiggy.com/search?query=Sri%20Krishna%20Hot%20Chips	4.5	2
Sri Krishna Hot Chips	area4	MIG-4, Kantinagar Colony, Gudimalkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ-18xFluXyzsRABu5M-CHlU0	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Sri%20Krishna%20Hot%20Chips	https://www.swiggy.com/search?query=Sri%20Krishna%20Hot%20Chips	4.5	2
Sri Sai Balaji Bakery	area4	9F93+JQW, Street Number 9, LN Nagar, Puranapool, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJedKXOZiXyzsRdoiT5ip0hhc	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Sri%20Sai%20Balaji%20Bakery	https://www.swiggy.com/search?query=Sri%20Sai%20Balaji%20Bakery	4.3	3
Sri Venkateshwara Milk Parlour	area4	opp. Mandir, 12-6-654, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJF9Pvu8KXyzsRFDg9f8m3vNs	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Sri%20Venkateshwara%20Milk%20Parlour	https://www.swiggy.com/search?query=Sri%20Venkateshwara%20Milk%20Parlour	4.7	3
Srinivas	area4	Bus Stop, 2, Joyaguda, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJbS8bxXKXyzsRBaKS38qi6Bo	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Srinivas	https://www.swiggy.com/search?query=Srinivas	5	1
Srinivas pamena	area4	beside Ambetkar Nager Kaman, 13-6-815/8, Bapughat Road, Bapu Nagar, Langar Houz, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJSSEWVwCXyzsRgVni64z37gk	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Srinivas%20pamena	https://www.swiggy.com/search?query=Srinivas%20pamena		
Srr Bakery & General Store	area4	India	https://www.google.com/maps/place/?q=place_id:ChIJ-cOpIv6WyzsRaH_l5GY9VX0	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Srr%20Bakery%20%26%20General%20Store	https://www.swiggy.com/search?query=Srr%20Bakery%20%26%20General%20Store	5	1
Subhan bakery	area4	Pillar Number 45, Rethibowli, Mehdipatnam, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ_a9-0heXyzsRcsojA8YoiZQ	Possibly on Zomato/Swiggy (100+ Google reviews) - verify	https://www.zomato.com/hyderabad/restaurants?q=Subhan%20bakery	https://www.swiggy.com/search?query=Subhan%20bakery	4.2	993
Sultan wraps and more	area4	12-2-790/A/20, Dream State, Dilshad Nagar Colony, Gudimalkapur, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJ1dAVcgCXyzsRgfKFDx2IB5M	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Sultan%20wraps%20and%20more	https://www.swiggy.com/search?query=Sultan%20wraps%20and%20more	5	3
Susheel Singh	area4	Police Quarters, Jali Hanuman Temple Road, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJe4Zz4PGXyzsRDnIkARRe4qE	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Susheel%20Singh	https://www.swiggy.com/search?query=Susheel%20Singh		
Swiss Castle Bakery, Attapur	area4	9CPH+3W6 Near Pillar no: 75, Mahalakshmi Profiles Pvt Ltd, 13-6-439/1/A/111/10&11, Mehdipatnam Ring Road, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJrzhWoVKWyzsR_6x457a2IBc	Possibly on Zomato/Swiggy (100+ Google reviews) - verify	https://www.zomato.com/hyderabad/restaurants?q=Swiss%20Castle%20Bakery%2C%20Attapur	https://www.swiggy.com/search?query=Swiss%20Castle%20Bakery%2C%20Attapur	4.2	1017
Syed Azam Snacks Shop	area4	S No 13, beside K G N Hotel, 4-551, Jiyaguda Road, Old Sabzi Mandi, Hyderabad	https://www.google.com/maps/place/?q=place_id:ChIJQUczhiCXyzsRfF3tZUviIG4	Unknown - verify on Zomato/Swiggy	https://www.zomato.com/hyderabad/restaurants?q=Syed%20Azam%20Snacks%20Shop	https://www.swiggy.com/search?query=Syed%20Azam%20Snacks%20Shop	4	3
